Endothelial,Microglial,Concentration,G-CSF,Eotaxin,GM-CSF,IL-1a,Leptin,MIP-1a,lL-4,IL-1b,IL-2,IL-6,EGF,IL-13,IL-10,IL-12p70,IFN-y,IL-5,IL-17A,IL-18,MCP-1,IP-10,GRO/KC/CINC-1,VEGF,Fractalkine,LIX,MIP-2,TNF-a,RANTES
True,False,20 ug/ml,16.0,18.0,51.0,24.0,34.0,13.0,10.0,15.0,51.0,17.0,23.0,12.0,26.0,16.0,41.0,12.0,26.0,28.0,13.0,236.0,537.0,234.0,13.0,79.0,55.0,10.0,111.0
True,False,20 ug/ml,11.0,9.0,26.0,23.0,42.0,10.0,6.0,20.0,10.0,28.0,25.0,9.0,25.0,17.0,44.0,22.0,82.0,20.0,10.0,227.0,473.0,188.0,23.0,132.0,381.0,14.0,61.0
True,False,20 ug/ml,25.0,9.0,39.0,16.0,44.0,15.0,6.0,29.0,17.0,9.0,21.0,16.0,46.0,7.0,35.0,9.0,35.0,22.0,10.0,503.0,624.0,178.0,44.0,47.0,17.0,18.0,133.0
True,False,20 ug/ml,17.0,6.0,34.0,22.0,0.0,18.0,10.0,16.0,12.0,12.0,26.0,24.0,29.0,13.0,32.0,17.0,69.0,21.0,18.0,370.0,580.0,294.0,24.0,41.0,22.0,15.0,165.0
True,False,20 ug/ml,18.0,7.0,37.0,10.0,83.0,16.0,7.0,22.0,7.0,14.0,29.0,24.0,18.0,7.0,26.0,11.0,44.0,20.0,15.0,122.0,625.0,117.0,13.0,45.0,59.0,17.0,214.0
True,False,20 ug/ml,20.0,7.0,47.0,31.0,37.0,15.0,12.0,9.0,12.0,12.0,32.0,10.0,27.0,11.0,70.0,8.0,62.0,28.0,15.0,442.0,631.0,134.0,19.0,47.0,121.0,18.0,119.0
True,False,20 ug/ml,8.0,7.0,43.0,16.0,33.0,12.0,11.0,16.0,15.0,28.0,19.0,16.0,16.0,10.0,40.0,15.0,24.0,26.0,11.0,120.0,1333.0,342.0,18.0,26.0,28.0,16.0,241.0
True,False,20 ug/ml,12.0,30.0,22.0,21.0,33.0,10.0,12.0,9.0,30.0,14.0,26.0,20.0,39.0,8.0,26.0,6.0,33.0,24.0,19.0,78.0,560.0,233.0,16.0,48.0,38.0,18.0,135.0
True,False,20 ug/ml,31.0,14.0,34.0,30.0,21.0,13.0,9.0,19.0,31.0,24.0,18.0,24.0,25.0,10.0,20.0,12.0,31.0,22.0,11.0,296.0,900.0,124.0,16.0,448.0,52.0,18.0,140.0
True,False,20 ug/ml,13.0,16.0,57.0,14.0,96.0,8.0,6.0,16.0,21.0,15.0,17.0,13.0,27.0,13.0,21.0,9.0,22.0,19.0,20.0,296.0,211.0,471.0,8.0,20.0,56.0,16.0,87.0
True,False,20 ug/ml,21.0,19.0,43.0,17.0,36.0,16.0,8.0,15.0,18.0,21.0,26.0,21.0,14.0,6.0,32.0,9.0,7.0,20.0,11.0,260.0,721.0,298.0,21.0,94.0,33.0,29.0,152.0
True,False,20 ug/ml,23.0,14.0,52.0,11.0,66.0,23.0,7.0,18.0,32.0,21.0,27.0,15.0,34.0,14.0,30.0,13.0,53.0,17.0,20.0,285.0,562.0,195.0,90.0,54.0,44.0,15.0,114.0
True,False,20 ug/ml,16.0,11.0,41.0,17.0,43.0,13.0,5.0,25.0,12.0,15.0,53.0,15.0,37.0,10.0,32.0,15.0,56.0,17.0,11.0,198.0,424.0,190.0,19.0,70.0,19.0,17.0,74.0
True,False,20 ug/ml,28.0,9.0,41.0,16.0,47.0,16.0,25.0,17.0,77.0,22.0,18.0,25.0,42.0,9.0,34.0,9.0,31.0,15.0,8.0,171.0,684.0,134.0,11.0,27.0,77.0,16.0,177.0
True,False,20 ug/ml,20.0,11.0,43.0,8.0,54.0,8.0,8.0,17.0,9.0,12.0,38.0,18.0,31.0,9.0,39.0,10.0,30.0,21.0,9.0,281.0,662.0,374.0,19.0,108.0,50.0,23.0,181.0
True,False,20 ug/ml,24.0,9.0,46.0,19.0,68.0,21.0,6.0,12.0,12.0,13.0,19.0,18.0,34.0,12.0,26.0,15.0,32.0,26.0,14.0,230.0,739.0,230.0,16.0,32.0,46.0,17.0,109.0
True,False,20 ug/ml,11.0,14.0,62.0,15.0,64.0,17.0,16.0,25.0,14.0,26.0,23.0,10.0,21.0,9.0,18.0,10.0,21.0,16.0,10.0,354.0,392.0,308.0,75.0,74.0,37.0,176.0,340.0
True,False,20 ug/ml,15.0,16.0,32.0,21.0,44.0,105.0,10.0,9.0,22.0,19.0,23.0,11.0,54.0,8.0,36.0,14.0,31.0,31.0,18.0,440.0,679.0,10.0,12.0,35.0,33.0,15.0,312.0
True,False,20 ug/ml,25.0,14.0,19.0,34.0,28.0,16.0,7.0,32.0,28.0,24.0,20.0,12.0,87.0,4.0,63.0,13.0,31.0,33.0,6.0,388.0,517.0,275.0,14.0,44.0,25.0,24.0,137.0
True,False,20 ug/ml,9.0,8.0,32.0,22.0,29.0,17.0,13.0,21.0,11.0,22.0,26.0,11.0,21.0,12.0,28.0,11.0,37.0,25.0,23.0,96.0,567.0,268.0,38.0,27.0,70.0,29.0,94.0
True,False,20 ug/ml,21.0,9.0,64.0,19.0,60.0,11.0,7.0,19.0,16.0,19.0,17.0,35.0,21.0,25.0,29.0,17.0,41.0,20.0,19.0,344.0,808.0,7.0,11.0,66.0,62.0,15.0,101.0
True,False,20 ug/ml,23.0,15.0,32.0,33.0,52.0,15.0,11.0,15.0,19.0,20.0,33.0,17.0,32.0,8.0,55.0,11.0,28.0,27.0,38.0,582.0,517.0,145.0,13.0,49.0,57.0,25.0,55.0
True,False,20 ug/ml,2.0,24.0,61.0,20.0,32.0,15.0,26.0,21.0,19.0,26.0,22.0,12.0,23.0,11.0,22.0,11.0,49.0,19.0,16.0,401.0,552.0,55.0,11.0,55.0,59.0,28.0,119.0
True,False,20 ug/ml,18.0,14.0,27.0,19.0,62.0,15.0,6.0,15.0,15.0,20.0,24.0,13.0,60.0,7.0,25.0,10.0,47.0,27.0,19.0,248.0,416.0,184.0,17.0,49.0,61.0,114.0,68.0
True,False,20 ug/ml,8.0,13.0,40.0,17.0,648.0,6.0,7.0,17.0,16.0,18.0,20.0,15.0,36.0,9.0,28.0,14.0,26.0,14.0,23.0,258.0,593.0,327.0,50.0,92.0,28.0,29.0,91.0
True,False,20 ug/ml,16.0,9.0,33.0,20.0,57.0,11.0,8.0,24.0,16.0,21.0,27.0,48.0,39.0,12.0,46.0,7.0,36.0,29.0,21.0,304.0,621.0,231.0,13.0,78.0,37.0,20.0,101.0
True,False,20 ug/ml,15.0,13.0,30.0,13.0,55.0,15.0,7.0,13.0,17.0,18.0,24.0,16.0,66.0,9.0,36.0,23.0,26.0,26.0,15.0,256.0,485.0,366.0,17.0,47.0,27.0,35.0,91.0
True,False,20 ug/ml,13.0,12.0,39.0,12.0,40.0,11.0,16.0,10.0,13.0,9.0,22.0,18.0,44.0,10.0,27.0,12.0,30.0,16.0,16.0,363.0,592.0,301.0,37.0,75.0,64.0,27.0,112.0
True,False,20 ug/ml,16.0,9.0,31.0,13.0,32.0,15.0,13.0,19.0,12.0,35.0,41.0,28.0,25.0,18.0,37.0,12.0,30.0,34.0,18.0,472.0,697.0,140.0,23.0,77.0,47.0,10.0,160.0
True,False,20 ug/ml,10.0,14.0,36.0,19.0,43.0,12.0,8.0,29.0,12.0,14.0,22.0,10.0,40.0,15.0,41.0,32.0,26.0,36.0,10.0,390.0,153.0,119.0,18.0,54.0,68.0,24.0,133.0
True,False,20 ug/ml,35.0,9.0,38.0,20.0,50.0,17.0,10.0,29.0,12.0,13.0,25.0,19.0,46.0,8.0,34.0,9.0,28.0,16.0,10.0,519.0,777.0,465.0,13.0,49.0,74.0,20.0,110.0
True,False,20 ug/ml,17.0,21.0,27.0,14.0,43.0,15.0,23.0,21.0,15.0,13.0,33.0,20.0,40.0,10.0,37.0,10.0,57.0,18.0,13.0,363.0,777.0,163.0,15.0,131.0,47.0,32.0,125.0
True,False,20 ug/ml,12.0,12.0,37.0,22.0,66.0,12.0,8.0,55.0,14.0,17.0,45.0,18.0,37.0,16.0,25.0,17.0,52.0,27.0,14.0,154.0,989.0,229.0,17.0,25.0,57.0,22.0,124.0
True,False,20 ug/ml,14.0,21.0,30.0,18.0,78.0,12.0,17.0,42.0,13.0,19.0,27.0,12.0,23.0,17.0,43.0,16.0,16.0,23.0,13.0,75.0,535.0,210.0,16.0,11.0,28.0,20.0,218.0
True,False,20 ug/ml,17.0,11.0,71.0,12.0,61.0,11.0,11.0,14.0,12.0,17.0,40.0,17.0,315.0,11.0,64.0,9.0,55.0,15.0,9.0,297.0,656.0,154.0,20.0,53.0,46.0,13.0,180.0
True,False,20 ug/ml,13.0,18.0,34.0,16.0,76.0,9.0,15.0,29.0,10.0,24.0,28.0,20.0,40.0,13.0,24.0,10.0,41.0,38.0,12.0,443.0,461.0,349.0,30.0,33.0,27.0,17.0,173.0
True,False,20 ug/ml,45.0,20.0,47.0,11.0,47.0,8.0,11.0,19.0,5.0,19.0,19.0,43.0,22.0,16.0,28.0,11.0,46.0,22.0,14.0,606.0,586.0,265.0,15.0,39.0,34.0,19.0,201.0
True,False,20 ug/ml,21.0,11.0,15.0,14.0,76.0,12.0,16.0,47.0,9.0,19.0,23.0,36.0,26.0,14.0,44.0,12.0,43.0,15.0,16.0,364.0,654.0,367.0,15.0,61.0,35.0,17.0,282.0
True,False,20 ug/ml,21.0,6.0,27.0,16.0,35.0,10.0,12.0,35.0,11.0,16.0,13.0,14.0,14.0,7.0,24.0,8.0,33.0,17.0,7.0,134.0,308.0,252.0,18.0,62.0,41.0,19.0,101.0
True,False,20 ug/ml,17.0,12.0,47.0,14.0,37.0,13.0,15.0,24.0,17.0,8.0,17.0,23.0,22.0,7.0,26.0,27.0,39.0,23.0,14.0,206.0,800.0,297.0,22.0,63.0,42.0,7.0,122.0
True,False,20 ug/ml,13.0,13.0,36.0,19.0,47.0,20.0,9.0,16.0,13.0,24.0,51.0,13.0,21.0,14.0,34.0,7.0,30.0,15.0,35.0,379.0,398.0,225.0,13.0,97.0,65.0,43.0,98.0
True,False,20 ug/ml,16.0,10.0,24.0,19.0,45.0,11.0,5.0,11.0,9.0,12.0,31.0,13.0,31.0,15.0,82.0,9.0,33.0,16.0,15.0,358.0,609.0,190.0,19.0,36.0,28.0,17.0,464.0
True,False,20 ug/ml,12.0,11.0,7.0,21.0,73.0,21.0,12.0,16.0,9.0,10.0,20.0,11.0,53.0,15.0,101.0,12.0,39.0,16.0,15.0,271.0,582.0,254.0,21.0,91.0,21.0,11.0,192.0
True,False,20 ug/ml,19.0,7.0,17.0,11.0,52.0,13.0,9.0,51.0,11.0,26.0,28.0,14.0,40.0,6.0,36.0,11.0,52.0,14.0,20.0,391.0,637.0,171.0,20.0,27.0,33.0,28.0,14.0
True,False,20 ug/ml,14.0,13.0,39.0,15.0,62.0,24.0,9.0,20.0,7.0,17.0,18.0,12.0,43.0,27.0,25.0,6.0,31.0,27.0,17.0,436.0,619.0,192.0,27.0,54.0,23.0,27.0,130.0
True,False,20 ug/ml,14.0,17.0,54.0,13.0,34.0,28.0,17.0,19.0,14.0,16.0,18.0,14.0,194.0,10.0,30.0,13.0,47.0,20.0,17.0,288.0,668.0,198.0,22.0,17.0,30.0,18.0,172.0
True,False,20 ug/ml,18.0,13.0,42.0,15.0,106.0,16.0,11.0,18.0,13.0,27.0,19.0,16.0,24.0,10.0,21.0,14.0,35.0,19.0,10.0,279.0,318.0,336.0,15.0,91.0,89.0,15.0,95.0
True,False,20 ug/ml,12.0,6.0,35.0,22.0,62.0,17.0,8.0,18.0,12.0,16.0,23.0,14.0,28.0,7.0,29.0,19.0,33.0,20.0,11.0,109.0,528.0,280.0,17.0,55.0,46.0,19.0,289.0
True,False,20 ug/ml,14.0,10.0,27.0,35.0,48.0,18.0,11.0,19.0,16.0,15.0,30.0,20.0,30.0,11.0,43.0,6.0,37.0,12.0,14.0,248.0,274.0,185.0,20.0,33.0,57.0,13.0,77.0
True,False,20 ug/ml,10.0,15.0,33.0,16.0,31.0,21.0,7.0,18.0,13.0,14.0,30.0,30.0,24.0,9.0,20.0,9.0,56.0,15.0,19.0,238.0,953.0,162.0,10.0,27.0,33.0,16.0,97.0
True,False,20 ug/ml,18.0,24.0,35.0,21.0,34.0,17.0,14.0,20.0,10.0,22.0,22.0,14.0,25.0,7.0,35.0,141.0,27.0,21.0,11.0,350.0,603.0,309.0,19.0,589.0,23.0,16.0,17.0
True,False,20 ug/ml,14.0,6.0,37.0,11.0,81.0,18.0,6.0,12.0,16.0,12.0,25.0,15.0,109.0,8.0,30.0,31.0,32.0,28.0,15.0,403.0,568.0,172.0,25.0,37.0,39.0,14.0,146.0
True,False,20 ug/ml,10.0,10.0,29.0,14.0,35.0,15.0,12.0,18.0,16.0,17.0,24.0,15.0,16.0,11.0,33.0,7.0,86.0,24.0,9.0,231.0,447.0,279.0,17.0,42.0,76.0,18.0,157.0
True,False,20 ug/ml,10.0,22.0,71.0,18.0,1245.0,57.0,8.0,13.0,24.0,18.0,20.0,12.0,45.0,6.0,26.0,27.0,35.0,11.0,12.0,238.0,730.0,330.0,20.0,52.0,52.0,69.0,138.0
True,False,20 ug/ml,12.0,9.0,53.0,29.0,16.0,11.0,20.0,14.0,12.0,20.0,21.0,16.0,38.0,11.0,32.0,13.0,31.0,15.0,10.0,315.0,473.0,206.0,24.0,44.0,28.0,15.0,118.0
True,False,20 ug/ml,23.0,28.0,27.0,14.0,23.0,15.0,8.0,27.0,33.0,14.0,13.0,17.0,22.0,7.0,44.0,24.0,76.0,22.0,18.0,969.0,390.0,9.0,13.0,33.0,56.0,17.0,147.0
True,False,20 ug/ml,14.0,6.0,33.0,25.0,33.0,15.0,10.0,64.0,22.0,16.0,40.0,21.0,32.0,8.0,37.0,8.0,37.0,27.0,15.0,318.0,590.0,209.0,18.0,53.0,44.0,13.0,143.0
True,False,20 ug/ml,31.0,7.0,33.0,22.0,37.0,11.0,23.0,23.0,29.0,20.0,32.0,8.0,68.0,12.0,36.0,16.0,51.0,17.0,10.0,680.0,352.0,266.0,29.0,34.0,23.0,21.0,199.0
True,False,20 ug/ml,23.0,13.0,30.0,17.0,68.0,14.0,6.0,13.0,17.0,13.0,21.0,14.0,27.0,7.0,37.0,10.0,33.0,18.0,16.0,338.0,465.0,201.0,17.0,39.0,107.0,21.0,154.0
True,False,20 ug/ml,17.0,9.0,28.0,20.0,54.0,18.0,11.0,19.0,12.0,19.0,13.0,33.0,24.0,12.0,20.0,13.0,36.0,39.0,20.0,804.0,496.0,200.0,21.0,31.0,38.0,14.0,131.0
True,False,20 ug/ml,16.0,20.0,24.0,14.0,79.0,11.0,8.0,18.0,18.0,13.0,34.0,16.0,37.0,6.0,79.0,15.0,57.0,15.0,12.0,411.0,568.0,220.0,23.0,149.0,36.0,16.0,110.0
True,False,20 ug/ml,12.0,43.0,63.0,18.0,207.0,24.0,17.0,20.0,21.0,9.0,26.0,23.0,48.0,9.0,27.0,10.0,30.0,14.0,12.0,261.0,586.0,578.0,16.0,45.0,52.0,26.0,92.0
True,False,20 ug/ml,32.0,12.0,45.0,26.0,48.0,15.0,11.0,18.0,15.0,23.0,30.0,15.0,43.0,6.0,33.0,19.0,49.0,22.0,9.0,660.0,557.0,149.0,19.0,60.0,80.0,19.0,126.0
True,False,20 ug/ml,15.0,11.0,30.0,14.0,73.0,15.0,6.0,15.0,21.0,18.0,29.0,13.0,50.0,8.0,19.0,6.0,35.0,31.0,15.0,303.0,334.0,180.0,16.0,120.0,28.0,13.0,112.0
True,False,20 ug/ml,17.0,51.0,46.0,21.0,51.0,11.0,11.0,24.0,19.0,17.0,28.0,10.0,16.0,7.0,54.0,9.0,36.0,28.0,16.0,255.0,751.0,165.0,19.0,53.0,32.0,18.0,180.0
True,False,20 ug/ml,14.0,9.0,26.0,16.0,31.0,10.0,5.0,19.0,12.0,15.0,33.0,9.0,27.0,8.0,46.0,7.0,56.0,21.0,11.0,351.0,731.0,184.0,19.0,19.0,80.0,13.0,85.0
True,False,20 ug/ml,18.0,8.0,50.0,13.0,55.0,8.0,12.0,23.0,14.0,15.0,24.0,15.0,58.0,9.0,42.0,4.0,31.0,17.0,11.0,507.0,960.0,243.0,48.0,49.0,63.0,18.0,156.0
True,False,20 ug/ml,19.0,12.0,28.0,14.0,10.0,11.0,13.0,23.0,23.0,15.0,35.0,11.0,46.0,14.0,25.0,14.0,56.0,40.0,10.0,439.0,866.0,162.0,16.0,25.0,59.0,14.0,83.0
True,False,20 ug/ml,26.0,20.0,42.0,25.0,99.0,15.0,9.0,12.0,14.0,31.0,27.0,14.0,63.0,6.0,12.0,13.0,34.0,28.0,17.0,401.0,516.0,282.0,14.0,39.0,35.0,14.0,119.0
True,False,20 ug/ml,21.0,11.0,28.0,12.0,34.0,15.0,9.0,21.0,10.0,15.0,27.0,16.0,38.0,8.0,32.0,8.0,44.0,20.0,14.0,286.0,507.0,203.0,36.0,51.0,45.0,30.0,103.0
True,False,20 ug/ml,27.0,10.0,31.0,18.0,48.0,12.0,16.0,14.0,19.0,20.0,22.0,15.0,22.0,6.0,41.0,18.0,32.0,22.0,11.0,65.0,500.0,182.0,26.0,38.0,62.0,20.0,363.0
True,False,20 ug/ml,19.0,9.0,25.0,15.0,40.0,9.0,8.0,19.0,8.0,11.0,32.0,20.0,25.0,7.0,57.0,11.0,24.0,17.0,14.0,320.0,466.0,205.0,14.0,60.0,36.0,15.0,159.0
True,False,20 ug/ml,16.0,12.0,12.0,12.0,29.0,9.0,6.0,24.0,14.0,14.0,21.0,17.0,18.0,7.0,25.0,8.0,52.0,12.0,10.0,358.0,676.0,171.0,10.0,78.0,47.0,52.0,194.0
True,False,20 ug/ml,12.0,9.0,30.0,13.0,43.0,14.0,5.0,17.0,12.0,34.0,21.0,27.0,29.0,8.0,35.0,17.0,43.0,17.0,16.0,305.0,470.0,323.0,15.0,80.0,38.0,15.0,188.0
True,False,20 ug/ml,20.0,6.0,23.0,11.0,58.0,13.0,9.0,21.0,16.0,7.0,29.0,13.0,56.0,14.0,43.0,14.0,68.0,21.0,14.0,250.0,221.0,275.0,13.0,41.0,55.0,16.0,218.0
True,False,20 ug/ml,22.0,29.0,24.0,18.0,46.0,18.0,8.0,24.0,19.0,13.0,52.0,14.0,32.0,10.0,49.0,11.0,32.0,19.0,14.0,358.0,457.0,186.0,18.0,71.0,60.0,17.0,192.0
True,False,20 ug/ml,15.0,9.0,44.0,15.0,44.0,6.0,6.0,14.0,17.0,18.0,20.0,15.0,25.0,15.0,31.0,15.0,32.0,15.0,11.0,541.0,550.0,230.0,9.0,62.0,47.0,15.0,130.0
True,False,20 ug/ml,22.0,14.0,32.0,10.0,23.0,15.0,8.0,29.0,10.0,17.0,27.0,18.0,41.0,6.0,37.0,6.0,30.0,18.0,11.0,308.0,623.0,177.0,8.0,42.0,33.0,31.0,94.0
True,False,20 ug/ml,15.0,9.0,52.0,10.0,36.0,11.0,7.0,26.0,23.0,18.0,21.0,26.0,21.0,13.0,38.0,20.0,31.0,34.0,9.0,285.0,454.0,205.0,15.0,121.0,70.0,6.0,60.0
True,False,20 ug/ml,17.0,14.0,57.0,10.0,446.0,6.0,10.0,16.0,8.0,14.0,38.0,10.0,29.0,10.0,53.0,13.0,40.0,16.0,12.0,347.0,497.0,318.0,33.0,47.0,25.0,14.0,188.0
True,False,20 ug/ml,16.0,13.0,43.0,18.0,23.0,11.0,14.0,11.0,11.0,14.0,40.0,26.0,21.0,17.0,50.0,13.0,39.0,24.0,21.0,531.0,958.0,166.0,19.0,34.0,28.0,19.0,119.0
True,False,20 ug/ml,14.0,9.0,32.0,19.0,38.0,39.0,10.0,6.0,19.0,14.0,0.0,19.0,30.0,11.0,27.0,11.0,45.0,18.0,6.0,224.0,851.0,52.0,25.0,97.0,56.0,16.0,207.0
True,False,20 ug/ml,15.0,13.0,28.0,12.0,70.0,12.0,13.0,32.0,15.0,22.0,30.0,13.0,55.0,14.0,31.0,7.0,32.0,14.0,20.0,237.0,547.0,206.0,19.0,85.0,38.0,17.0,232.0
True,False,20 ug/ml,22.0,10.0,36.0,12.0,68.0,16.0,14.0,13.0,11.0,38.0,26.0,15.0,30.0,8.0,19.0,10.0,23.0,24.0,8.0,125.0,552.0,140.0,20.0,57.0,45.0,10.0,187.0
True,False,20 ug/ml,13.0,8.0,51.0,11.0,121.0,11.0,8.0,12.0,12.0,10.0,29.0,26.0,28.0,13.0,25.0,11.0,59.0,20.0,15.0,280.0,369.0,466.0,17.0,155.0,21.0,18.0,118.0
True,False,20 ug/ml,30.0,8.0,25.0,12.0,43.0,22.0,13.0,15.0,17.0,19.0,23.0,14.0,37.0,11.0,32.0,7.0,30.0,19.0,9.0,369.0,746.0,351.0,16.0,35.0,43.0,31.0,87.0
True,False,20 ug/ml,9.0,20.0,67.0,23.0,566.0,13.0,9.0,18.0,17.0,15.0,23.0,70.0,28.0,9.0,26.0,15.0,35.0,19.0,11.0,609.0,477.0,203.0,11.0,42.0,54.0,17.0,223.0
True,False,20 ug/ml,14.0,40.0,32.0,16.0,39.0,9.0,7.0,18.0,16.0,20.0,20.0,19.0,37.0,16.0,16.0,6.0,71.0,18.0,12.0,325.0,527.0,192.0,13.0,31.0,57.0,19.0,104.0
True,False,20 ug/ml,16.0,37.0,43.0,29.0,27.0,19.0,11.0,23.0,9.0,13.0,28.0,16.0,28.0,13.0,25.0,12.0,45.0,23.0,9.0,349.0,384.0,261.0,12.0,60.0,114.0,10.0,307.0
True,False,20 ug/ml,17.0,11.0,125.0,26.0,36.0,11.0,11.0,30.0,12.0,14.0,31.0,15.0,26.0,7.0,73.0,7.0,48.0,16.0,12.0,218.0,765.0,264.0,13.0,26.0,34.0,18.0,20.0
True,False,20 ug/ml,15.0,23.0,38.0,18.0,72.0,12.0,8.0,19.0,29.0,22.0,30.0,13.0,43.0,4.0,30.0,11.0,38.0,14.0,19.0,335.0,592.0,178.0,24.0,42.0,16.0,36.0,152.0
True,False,20 ug/ml,12.0,9.0,64.0,19.0,38.0,32.0,17.0,36.0,7.0,13.0,23.0,14.0,16.0,6.0,26.0,13.0,29.0,17.0,17.0,237.0,458.0,96.0,19.0,58.0,45.0,18.0,105.0
True,False,20 ug/ml,12.0,30.0,28.0,13.0,38.0,24.0,16.0,17.0,16.0,15.0,17.0,13.0,31.0,7.0,27.0,32.0,40.0,45.0,10.0,288.0,904.0,99.0,17.0,39.0,34.0,33.0,71.0
True,False,20 ug/ml,28.0,19.0,33.0,18.0,47.0,12.0,15.0,27.0,15.0,11.0,24.0,12.0,27.0,13.0,37.0,12.0,24.0,26.0,18.0,266.0,395.0,169.0,15.0,32.0,45.0,17.0,198.0
True,False,20 ug/ml,21.0,15.0,41.0,26.0,72.0,11.0,9.0,17.0,10.0,12.0,19.0,19.0,66.0,8.0,24.0,7.0,16.0,21.0,6.0,261.0,536.0,63.0,19.0,56.0,26.0,12.0,195.0
True,False,20 ug/ml,16.0,11.0,31.0,9.0,41.0,12.0,14.0,33.0,24.0,22.0,16.0,15.0,26.0,8.0,67.0,9.0,103.0,26.0,16.0,479.0,248.0,254.0,13.0,34.0,53.0,24.0,138.0
True,False,20 ug/ml,21.0,15.0,31.0,8.0,116.0,20.0,14.0,31.0,17.0,14.0,21.0,24.0,75.0,12.0,41.0,10.0,43.0,19.0,15.0,291.0,639.0,238.0,13.0,35.0,22.0,17.0,116.0
True,False,20 ug/ml,26.0,10.0,37.0,19.0,57.0,9.0,6.0,14.0,14.0,10.0,46.0,13.0,39.0,90.0,26.0,9.0,21.0,11.0,8.0,275.0,486.0,57.0,7.0,307.0,31.0,12.0,167.0
True,False,20 ug/ml,21.0,7.0,45.0,19.0,26.0,9.0,6.0,19.0,13.0,13.0,30.0,10.0,48.0,9.0,21.0,14.0,23.0,24.0,15.0,268.0,503.0,196.0,11.0,37.0,38.0,16.0,134.0
True,False,20 ug/ml,30.0,5.0,37.0,15.0,29.0,9.0,4.0,20.0,13.0,14.0,34.0,17.0,31.0,8.0,27.0,13.0,28.0,38.0,16.0,312.0,341.0,356.0,27.0,87.0,32.0,15.0,103.0
True,False,20 ug/ml,20.0,19.0,32.0,8.0,34.0,16.0,19.0,27.0,27.0,17.0,23.0,19.0,19.0,8.0,35.0,19.0,39.0,11.0,95.0,131.0,414.0,279.0,16.0,38.0,33.0,15.0,229.0
True,False,20 ug/ml,10.0,6.0,20.0,17.0,52.0,14.0,6.0,23.0,14.0,12.0,44.0,26.0,43.0,8.0,44.0,11.0,34.0,14.0,11.0,317.0,438.0,254.0,19.0,29.0,44.0,35.0,30.0
True,False,20 ug/ml,21.0,35.0,220.0,12.0,34.0,16.0,6.0,20.0,16.0,36.0,16.0,18.0,51.0,7.0,33.0,25.0,29.0,26.0,17.0,229.0,449.0,440.0,14.0,21.0,48.0,16.0,89.0
True,False,20 ug/ml,15.0,16.0,67.0,18.0,46.0,9.0,23.0,24.0,18.0,13.0,28.0,21.0,35.0,7.0,32.0,6.0,60.0,13.0,17.0,277.0,361.0,441.0,23.0,85.0,62.0,17.0,128.0
True,False,20 ug/ml,16.0,214.0,19.0,13.0,43.0,13.0,9.0,17.0,9.0,16.0,22.0,19.0,27.0,13.0,42.0,11.0,24.0,26.0,14.0,315.0,722.0,224.0,25.0,43.0,25.0,21.0,131.0
True,False,20 ug/ml,27.0,13.0,28.0,29.0,61.0,15.0,8.0,36.0,20.0,19.0,23.0,15.0,28.0,5.0,27.0,14.0,15.0,18.0,15.0,233.0,461.0,181.0,17.0,302.0,43.0,13.0,79.0
True,False,20 ug/ml,30.0,18.0,31.0,16.0,40.0,29.0,10.0,26.0,21.0,19.0,22.0,15.0,85.0,6.0,54.0,12.0,30.0,15.0,25.0,305.0,814.0,191.0,15.0,158.0,26.0,16.0,186.0
True,False,20 ug/ml,19.0,7.0,51.0,22.0,35.0,18.0,16.0,20.0,10.0,39.0,20.0,24.0,36.0,8.0,28.0,9.0,56.0,16.0,15.0,341.0,754.0,253.0,20.0,34.0,32.0,14.0,245.0
True,False,20 ug/ml,26.0,16.0,45.0,13.0,62.0,13.0,19.0,31.0,10.0,11.0,20.0,19.0,921.0,8.0,14.0,7.0,31.0,19.0,12.0,301.0,635.0,217.0,23.0,24.0,61.0,21.0,135.0
True,False,20 ug/ml,18.0,18.0,34.0,13.0,393.0,35.0,22.0,13.0,12.0,18.0,22.0,13.0,37.0,6.0,24.0,117.0,40.0,21.0,20.0,383.0,354.0,8.0,38.0,93.0,43.0,14.0,208.0
True,False,20 ug/ml,26.0,11.0,26.0,16.0,32.0,59.0,7.0,19.0,9.0,15.0,18.0,19.0,52.0,13.0,33.0,18.0,27.0,23.0,11.0,266.0,720.0,366.0,20.0,19.0,43.0,22.0,122.0
True,False,20 ug/ml,15.0,13.0,31.0,23.0,38.0,14.0,11.0,20.0,15.0,14.0,21.0,11.0,25.0,7.0,25.0,16.0,43.0,19.0,115.0,362.0,493.0,378.0,16.0,638.0,14.0,11.0,111.0
True,False,20 ug/ml,18.0,11.0,25.0,31.0,29.0,14.0,7.0,42.0,21.0,30.0,18.0,14.0,31.0,12.0,35.0,48.0,20.0,19.0,8.0,246.0,658.0,229.0,14.0,25.0,35.0,32.0,120.0
True,False,20 ug/ml,17.0,9.0,17.0,10.0,41.0,32.0,7.0,18.0,17.0,15.0,31.0,11.0,26.0,9.0,34.0,12.0,24.0,21.0,14.0,334.0,433.0,327.0,19.0,39.0,44.0,17.0,141.0
True,False,20 ug/ml,45.0,8.0,28.0,15.0,34.0,10.0,11.0,14.0,16.0,14.0,18.0,21.0,22.0,7.0,34.0,9.0,35.0,30.0,14.0,318.0,520.0,244.0,16.0,55.0,21.0,11.0,146.0
