Endothelial,Microglial,Concentration,G-CSF,Eotaxin,GM-CSF,IL-1a,Leptin,MIP-1a,lL-4,IL-1b,IL-2,IL-6,EGF,IL-13,IL-10,IL-12p70,IFN-y,IL-5,IL-17A,IL-18,MCP-1,IP-10,GRO/KC/CINC-1,VEGF,Fractalkine,LIX,MIP-2,TNF-a,RANTES
True,False,1 ug/ml,,,,,,7982.0,,,,,,2282.0,,,,,4141.0,2160.0,,3077.0,3650.0,,2267.0,18787.0,11046.0,8112.0,13126.0
True,False,1 ug/ml,,,,,,5292.0,,,,,,2627.0,,,,,4673.0,2449.0,,3339.0,11154.0,,1795.0,2732.0,14103.0,8061.0,16279.0
True,False,1 ug/ml,,,,,,4577.0,,,,,,4268.0,,,,,3320.0,3643.0,,2425.0,36.0,,1194.0,16041.0,6699.0,9207.0,13761.0
True,False,1 ug/ml,,,,,,4831.0,,,,,,3591.0,,,,,3137.0,1988.0,,3322.0,9979.0,,1851.0,18656.0,17733.0,7218.0,14262.0
True,False,1 ug/ml,,,,,,5208.0,,,,,,2355.0,,,,,3520.0,1186.0,,5403.0,15393.0,,1957.0,9045.0,14866.0,10293.0,20799.0
True,False,1 ug/ml,,,,,,4347.0,,,,,,1952.0,,,,,3460.0,7309.0,,3048.0,9574.0,,1112.0,21958.0,7630.0,7137.0,8181.0
True,False,1 ug/ml,,,,,,4650.0,,,,,,2559.0,,,,,3205.0,2409.0,,3206.0,8000.0,,2528.0,12725.0,13842.0,5878.0,14884.0
True,False,1 ug/ml,,,,,,4112.0,,,,,,92.0,,,,,2941.0,2252.0,,2188.0,8853.0,,1427.0,2400.0,11856.0,9556.0,20825.0
True,False,1 ug/ml,,,,,,4325.0,,,,,,3343.0,,,,,3125.0,4479.0,,2226.0,8454.0,,2342.0,11417.0,11736.0,6028.0,16868.0
True,False,1 ug/ml,,,,,,4963.0,,,,,,2404.0,,,,,3002.0,3281.0,,3243.0,8413.0,,1745.0,16662.0,13954.0,8548.0,18581.0
True,False,1 ug/ml,,,,,,4125.0,,,,,,2312.0,,,,,2879.0,3560.0,,4437.0,3137.0,,2416.0,17069.0,17542.0,7064.0,16565.0
True,False,1 ug/ml,,,,,,2935.0,,,,,,3110.0,,,,,2849.0,4060.0,,2830.0,9307.0,,1775.0,20767.0,2731.0,9775.0,17402.0
True,False,1 ug/ml,,,,,,3563.0,,,,,,2829.0,,,,,4641.0,3711.0,,2894.0,7668.0,,1641.0,20800.0,11485.0,5480.0,44364.0
True,False,1 ug/ml,,,,,,7562.0,,,,,,4462.0,,,,,2408.0,4266.0,,3939.0,6423.0,,1473.0,16596.0,10510.0,9365.0,13762.0
True,False,1 ug/ml,,,,,,,,,,,,3576.0,,,,,3679.0,663.0,,5247.0,6666.0,,1336.0,18093.0,15233.0,10519.0,16617.0
True,False,1 ug/ml,,,,,,,,,,,,9536.0,,,,,4685.0,2959.0,,3122.0,9341.0,,,15289.0,11337.0,7976.0,3817.0
True,False,1 ug/ml,,,,,,,,,,,,2356.0,,,,,4103.0,2841.0,,2681.0,8074.0,,,17406.0,14371.0,6854.0,12858.0
True,False,1 ug/ml,,,,,,,,,,,,2845.0,,,,,3409.0,2036.0,,4026.0,9001.0,,,17522.0,12322.0,9236.0,15386.0
True,False,1 ug/ml,,,,,,,,,,,,1173.0,,,,,4179.0,2003.0,,4130.0,8436.0,,,23542.0,13098.0,6756.0,18818.0
True,False,1 ug/ml,,,,,,,,,,,,2446.0,,,,,4171.0,3240.0,,3173.0,7830.0,,,19922.0,8859.0,8689.0,15423.0
True,False,1 ug/ml,,,,,,,,,,,,1932.0,,,,,3216.0,2128.0,,3222.0,9233.0,,,19388.0,12439.0,8282.0,18543.0
True,False,1 ug/ml,,,,,,,,,,,,2333.0,,,,,4100.0,2943.0,,3693.0,9455.0,,,17572.0,12231.0,8175.0,18681.0
True,False,1 ug/ml,,,,,,,,,,,,3056.0,,,,,781.0,1934.0,,2629.0,9633.0,,,18852.0,12156.0,7249.0,38993.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,44.0,4631.0,,3514.0,8777.0,,,20779.0,15074.0,6994.0,18441.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,3108.0,2086.0,,3154.0,7770.0,,,18340.0,16259.0,8210.0,18772.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,4214.0,1817.0,,4715.0,9668.0,,,19498.0,14277.0,6643.0,17395.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3477.0,,2467.0,8107.0,,,20628.0,17271.0,7656.0,23481.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,53.0,,2502.0,7201.0,,,13268.0,14190.0,8321.0,15385.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2961.0,,2422.0,6876.0,,,15778.0,12000.0,6213.0,16312.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2446.0,,4103.0,6128.0,,,17209.0,12379.0,8599.0,15775.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,1676.0,,2397.0,7224.0,,,16784.0,12821.0,8406.0,25463.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,698.0,,2324.0,9064.0,,,16882.0,3871.0,10634.0,16709.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3497.0,,3743.0,88.0,,,18361.0,12018.0,10262.0,19477.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2287.0,,118.0,13310.0,,,19209.0,15835.0,8658.0,15545.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2737.0,,2086.0,12332.0,,,15656.0,15030.0,8044.0,13281.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,1799.0,,2398.0,12060.0,,,17649.0,13818.0,5318.0,13045.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2278.0,,2830.0,8354.0,,,14865.0,10616.0,7256.0,15578.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2464.0,,2377.0,2606.0,,,13157.0,10216.0,7418.0,16573.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,4550.0,,2398.0,9420.0,,,18113.0,10186.0,9500.0,13903.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,10190.0,,2444.0,10043.0,,,12590.0,4355.0,11552.0,15660.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2233.0,,2432.0,8173.0,,,15432.0,13718.0,1542.0,15460.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2086.0,,3849.0,1339.0,,,21832.0,12908.0,9575.0,14296.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2415.0,,3024.0,7524.0,,,4421.0,9864.0,8366.0,15759.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2405.0,,2862.0,9730.0,,,16122.0,10704.0,6923.0,16008.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2128.0,,5048.0,12394.0,,,14789.0,4412.0,11784.0,15814.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2133.0,,8169.0,8843.0,,,20745.0,13101.0,9607.0,18187.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2746.0,,2207.0,,,,8301.0,1934.0,6190.0,19667.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3576.0,,2497.0,,,,18279.0,7784.0,6217.0,17068.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3405.0,,2208.0,,,,18275.0,14212.0,11145.0,17229.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2131.0,,3999.0,,,,13898.0,17538.0,4842.0,13623.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,1941.0,,2262.0,,,,15686.0,15698.0,7407.0,15329.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2302.0,,2234.0,,,,22998.0,12307.0,5266.0,15986.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2884.0,,5593.0,,,,23095.0,12419.0,9544.0,13193.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,1971.0,,4048.0,,,,18463.0,10087.0,11.0,15273.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2819.0,,3287.0,,,,11492.0,10912.0,7377.0,13364.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2220.0,,2338.0,,,,16354.0,12892.0,6743.0,7094.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2752.0,,3570.0,,,,20585.0,13695.0,14035.0,19581.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,4743.0,,3199.0,,,,16861.0,10090.0,6755.0,3740.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2134.0,,2453.0,,,,16315.0,10905.0,4998.0,13986.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2179.0,,5635.0,,,,12881.0,14836.0,11982.0,9040.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,1910.0,,2061.0,,,,12939.0,12204.0,6316.0,20226.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2778.0,,2629.0,,,,17552.0,14254.0,7053.0,11083.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2207.0,,2647.0,,,,16060.0,13629.0,7907.0,15578.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2985.0,,1614.0,,,,16805.0,11533.0,6431.0,16759.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2373.0,,,,,,15512.0,2473.0,10848.0,15950.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2819.0,,,,,,19241.0,9658.0,9946.0,17365.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2326.0,,,,,,20461.0,14185.0,5856.0,20271.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2907.0,,,,,,16532.0,17464.0,8487.0,22300.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,391.0,,,,,,17295.0,9873.0,9880.0,15516.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2909.0,,,,,,16507.0,8946.0,9602.0,15056.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2632.0,,,,,,14941.0,9140.0,9119.0,9843.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,1898.0,,,,,,17412.0,14857.0,13770.0,12844.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3128.0,,,,,,17062.0,8417.0,7441.0,18064.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,5764.0,,,,,,18424.0,9334.0,7784.0,16296.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2673.0,,,,,,16110.0,14256.0,5930.0,14311.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2411.0,,,,,,14323.0,10657.0,6209.0,17581.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2221.0,,,,,,17685.0,5175.0,7872.0,15751.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,791.0,,,,,,19288.0,12683.0,8386.0,11731.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3014.0,,,,,,15911.0,14538.0,6537.0,21947.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2749.0,,,,,,16858.0,16073.0,8577.0,17934.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2787.0,,,,,,24971.0,12016.0,92.0,16836.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2474.0,,,,,,17961.0,4097.0,6258.0,13400.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3542.0,,,,,,18603.0,11783.0,1266.0,17590.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2669.0,,,,,,16112.0,12626.0,8711.0,17166.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3238.0,,,,,,19379.0,12241.0,7266.0,19655.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2699.0,,,,,,13193.0,12820.0,7198.0,21033.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3125.0,,,,,,18849.0,16112.0,6489.0,15244.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3076.0,,,,,,18212.0,11387.0,9256.0,16332.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,4786.0,,,,,,13072.0,12247.0,6293.0,15048.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2049.0,,,,,,14590.0,11910.0,14950.0,15754.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,4018.0,,,,,,15220.0,1864.0,6429.0,20630.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,3740.0,,,,,,18295.0,12026.0,2299.0,18766.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,1964.0,,,,,,15616.0,801.0,6036.0,16792.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2268.0,,,,,,14313.0,16826.0,11375.0,16961.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2131.0,,,,,,24882.0,12794.0,7058.0,15550.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,1836.0,,,,,,17947.0,14827.0,10014.0,14410.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,2591.0,,,,,,15262.0,16765.0,8048.0,13407.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16391.0,16011.0,11056.0,13996.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,23293.0,11050.0,8109.0,15505.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,20089.0,3033.0,8599.0,20699.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,13176.0,11796.0,7882.0,14356.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14053.0,14568.0,14086.0,15553.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,13259.0,10417.0,6604.0,19297.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14358.0,7065.0,6696.0,16657.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16977.0,6164.0,7879.0,16928.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16080.0,11063.0,6821.0,13059.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,23595.0,14308.0,6129.0,16783.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16412.0,15331.0,4578.0,18089.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,11093.0,16698.0,12020.0,16852.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,23363.0,11967.0,6963.0,17426.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,18171.0,11122.0,8084.0,19971.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,19406.0,12715.0,8003.0,15686.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17936.0,6264.0,9483.0,16199.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16984.0,12248.0,9749.0,19092.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,18044.0,1463.0,5573.0,15426.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16522.0,18564.0,10461.0,494.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,19775.0,8626.0,8008.0,15730.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,20664.0,10152.0,7239.0,20292.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,19283.0,10125.0,9512.0,15931.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14585.0,10540.0,6550.0,2511.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,15855.0,1878.0,6105.0,15241.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17727.0,9422.0,7403.0,14151.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,15458.0,7541.0,11303.0,15294.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16807.0,7443.0,6969.0,18716.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14285.0,12862.0,8373.0,14020.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17042.0,2341.0,8345.0,18960.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,21528.0,15227.0,9584.0,14874.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,20208.0,10592.0,5702.0,15157.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17066.0,15015.0,5631.0,20325.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,11430.0,11535.0,9092.0,14883.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16072.0,2205.0,6486.0,15803.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17250.0,15427.0,9232.0,15073.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17425.0,12382.0,3854.0,14217.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16579.0,,9461.0,16466.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,20765.0,,5353.0,20097.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17077.0,,5360.0,15420.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,15492.0,,8632.0,4513.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,18054.0,,9285.0,15786.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17722.0,,7884.0,17690.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,15441.0,,6540.0,14516.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16407.0,,10435.0,16971.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,15770.0,,9070.0,19148.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14205.0,,5525.0,13910.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16029.0,,6801.0,14066.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17051.0,,11442.0,15746.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17341.0,,6630.0,18953.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,13821.0,,10751.0,17432.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14530.0,,6467.0,16819.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14318.0,,6700.0,15138.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14218.0,,4718.0,15009.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,13514.0,,6586.0,16731.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16922.0,,10662.0,17289.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,13405.0,,2656.0,15623.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,19010.0,,9425.0,19417.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16033.0,,6879.0,13669.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14444.0,,7190.0,17739.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17991.0,,9982.0,16388.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,12409.0,,10037.0,14621.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,15777.0,,8591.0,11736.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,14481.0,,6176.0,18214.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16999.0,,6010.0,15887.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,21225.0,,6182.0,13778.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,20013.0,,8062.0,15551.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,30774.0,,7444.0,14562.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17607.0,,8439.0,22327.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,20248.0,,8103.0,13801.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,18520.0,,11553.0,14946.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,17245.0,,9685.0,17253.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,20893.0,,8739.0,19823.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,23501.0,,8714.0,18282.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,21623.0,,1944.0,15764.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,16318.0,,10525.0,15125.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,18018.0,,9942.0,15680.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,21282.0,,10087.0,14136.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,9832.0,13812.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,5650.0,18451.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,6518.0,14533.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,10567.0,23129.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15781.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15205.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,16593.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,19668.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,14609.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,17090.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,16465.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15240.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,18146.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,18076.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,16521.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,21502.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,24257.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,14696.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,16694.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,13654.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,18196.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,10714.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15920.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,17841.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,21255.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15540.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,21446.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,22957.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,20778.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,13852.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,18320.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15263.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,20287.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,14839.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,20317.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,13072.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15611.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15614.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,11850.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,13033.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15732.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,16565.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,16502.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,22700.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,6123.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,18080.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,22234.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,7300.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,13953.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,18104.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,16150.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,22640.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,18497.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,18409.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,17181.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,21790.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15167.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,17533.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,14393.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,8126.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,13304.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,16193.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,16017.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,15737.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,22074.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,14371.0
True,False,1 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,14153.0
True,False,20 ug/ml,11.0,10.0,73.0,13.0,56.0,12.0,9.0,20.0,15.0,12.0,30.0,16.0,25.0,5.0,39.0,7.0,38.0,23.0,17.0,293.0,639.0,206.0,27.0,25.0,19.0,10.0,151.0
True,False,20 ug/ml,18.0,18.0,31.0,11.0,60.0,12.0,18.0,24.0,15.0,17.0,25.0,10.0,38.0,11.0,25.0,16.0,31.0,31.0,12.0,177.0,606.0,225.0,11.0,24.0,24.0,16.0,128.0
